time,volume_m3,inflow_m3_per_day,outflow_m3_per_day
1992-08-22T00:00:00,769670862.4901426,-98375.04,155520.0
1992-08-23T00:00:00,769196353.6901426,-318988.8,155520.0
1992-08-24T00:00:00,769747015.4501426,706181.76,155520.0
1992-08-25T00:00:00,769710589.2101426,119093.76,155520.0
1992-08-26T00:00:00,769563666.0101426,25876.8,172800.0
1992-08-27T00:00:00,770023201.6901425,649615.68,190080.0
1992-08-28T00:00:00,770158676.8901426,325555.2,190080.0
1992-08-29T00:00:00,770043211.9301425,74615.04,190080.0
1992-08-30T00:00:00,769634246.1701425,-218885.76,190080.0
1992-08-31T00:00:00,769666896.7301425,222730.56,190080.0
1992-09-01T00:00:00,771789174.4901425,2312357.76,190080.0
1992-09-02T00:00:00,771557233.6901425,-41860.8,190080.0
1992-09-03T00:00:00,771922567.4501425,564053.76,198720.0
1992-09-04T00:00:00,771610818.9701425,-113028.48,198720.0
1992-09-05T00:00:00,771494541.8501425,82442.88,198720.0
1992-09-06T00:00:00,771170377.6901425,-134084.16,190080.0
1992-09-07T00:00:00,771076866.9701425,96569.28,190080.0
1992-09-08T00:00:00,770877965.5301424,-8821.44,190080.0
1992-09-09T00:00:00,770564350.8101424,-106254.72,207360.0
1992-09-10T00:00:00,770172241.6901424,-167469.12,224640.0
1992-09-11T00:00:00,769783571.2901424,-181310.4,207360.0
1992-09-12T00:00:00,769421270.1701424,-154941.12,207360.0
1992-09-13T00:00:00,769106005.2101424,-107904.96,207360.0
1992-09-14T00:00:00,768814958.1701424,-92327.04,198720.0
1992-09-15T00:00:00,769513873.6901424,906275.52,207360.0
1992-09-16T00:00:00,770212866.9701424,897713.28,198720.0
1992-09-17T00:00:00,771021951.1301423,1007804.16,198720.0
1992-09-18T00:00:00,770745652.5701424,-86218.56,190080.0
1992-09-19T00:00:00,770429644.5701424,-125928.0,190080.0
1992-09-20T00:00:00,770130951.1301423,-108613.44,190080.0
1992-09-21T00:00:00,770093781.8501424,152910.72,190080.0
1992-09-22T00:00:00,769804203.6101424,-99498.24,190080.0
1992-09-23T00:00:00,769512681.3701423,-101442.24,190080.0
1992-09-24T00:00:00,769220208.7301424,-102392.64,190080.0
1992-09-25T00:00:00,768936695.7701423,-93432.96,190080.0
1992-09-26T00:00:00,769820429.5301423,1073813.76,190080.0
1992-09-27T00:00:00,769840664.4101423,210314.88,190080.0
1992-09-28T00:00:00,769601094.4901423,-58129.92,181440.0
1992-09-29T00:00:00,769361887.4501424,-57767.04,181440.0
1992-09-30T00:00:00,769128279.1301423,-43528.32,190080.0
1992-10-01T00:00:00,768872967.0490155,-61378.56,193933.52112676058
1992-10-02T00:00:00,768584408.166762,-90771.84,197787.04225352113
1992-10-03T00:00:00,768326115.1233817,-56652.48,201640.5633802817
1992-10-04T00:00:00,768208325.6788747,87704.64,205494.08450704225
1992-10-05T00:00:00,768041633.753241,42655.68,209347.60563380283
1992-10-06T00:00:00,767942333.7464803,113901.12,213201.12676056338
1992-10-07T00:00:00,767699773.818593,-25505.28,217054.64788732395
1992-10-08T00:00:00,768029821.1695789,550955.52,220908.1690140845
