time,inflow_m3_per_day,outflow_m3_per_day
1993-11-13T00:00:00,79548.48,
1993-11-14T00:00:00,11897.28,
1993-11-15T00:00:00,13780.8,
1993-11-16T00:00:00,17167.68,
1993-11-17T00:00:00,59045.76,
1993-11-18T00:00:00,6600.96,
1993-11-19T00:00:00,9400.32,
1993-11-20T00:00:00,10998.72,
1993-11-21T00:00:00,12096.0,
1993-11-22T00:00:00,11629.44,
1993-11-23T00:00:00,58095.36,
1993-11-24T00:00:00,-604.8,
1993-11-25T00:00:00,78796.8,
1993-11-26T00:00:00,-3983.04,
1993-11-27T00:00:00,264695.04,
1993-11-28T00:00:00,3741.12,
1993-11-29T00:00:00,-2730.24,
1993-11-30T00:00:00,-2557.44,
1993-12-01T00:00:00,211740.48,
1993-12-02T00:00:00,72135.36,
1993-12-03T00:00:00,173223.36,
1993-12-04T00:00:00,2766424.32,
1993-12-05T00:00:00,78632.64,
1993-12-06T00:00:00,73586.88,
1993-12-07T00:00:00,459967.68,
1993-12-08T00:00:00,919408.32,
1993-12-09T00:00:00,320690.88,
1993-12-10T00:00:00,319593.6,
1993-12-11T00:00:00,299341.44,
1993-12-12T00:00:00,267684.48,
1993-12-13T00:00:00,232839.36,
1993-12-14T00:00:00,213675.84,
1993-12-15T00:00:00,172946.88,
1993-12-16T00:00:00,624767.04,
1993-12-17T00:00:00,660778.56,
1993-12-18T00:00:00,800815.68,
1993-12-19T00:00:00,3065325.12,
1993-12-20T00:00:00,2609219.52,
1993-12-21T00:00:00,1828941.12,
1993-12-22T00:00:00,1830850.56,
1993-12-23T00:00:00,1360730.88,
1993-12-24T00:00:00,1006957.44,
1993-12-25T00:00:00,760527.36,
1993-12-26T00:00:00,813291.84,
1993-12-27T00:00:00,461583.36,
1993-12-28T00:00:00,480962.88,
1993-12-29T00:00:00,480859.2,
1993-12-30T00:00:00,773634.24,
1993-12-31T00:00:00,367701.12,
1994-01-01T00:00:00,216043.2,
1994-01-02T00:00:00,207783.36,
1994-01-03T00:00:00,236165.76,
1994-01-04T00:00:00,231768.0,
1994-01-05T00:00:00,137712.96,
1994-01-06T00:00:00,413830.08,
1994-01-07T00:00:00,229435.2,
1994-01-08T00:00:00,207273.6,
1994-01-09T00:00:00,197216.64,
1994-01-10T00:00:00,195298.56,
1994-01-11T00:00:00,196076.16,
1994-01-12T00:00:00,431723.52,
1994-01-13T00:00:00,1449826.56,
1994-01-14T00:00:00,1012046.4,
1994-01-15T00:00:00,1715333.76,
1994-01-16T00:00:00,1275255.36,
1994-01-17T00:00:00,1060637.76,
1994-01-18T00:00:00,819737.28,
1994-01-19T00:00:00,680529.6,
1994-01-20T00:00:00,941621.76,
1994-01-21T00:00:00,655706.88,
1994-01-22T00:00:00,993392.64,
1994-01-23T00:00:00,1026682.56,
1994-01-24T00:00:00,803278.08,
1994-01-25T00:00:00,501863.04,
1994-01-26T00:00:00,417528.0,
1994-01-27T00:00:00,1020893.76,
1994-01-28T00:00:00,403289.28,
1994-01-29T00:00:00,274553.28,
1994-01-30T00:00:00,234601.92,
1994-01-31T00:00:00,206426.88,
1994-02-01T00:00:00,185423.04,
1994-02-02T00:00:00,165663.36,
1994-02-03T00:00:00,149022.72,
1994-02-04T00:00:00,135060.48,
1994-02-05T00:00:00,123050.88,
1994-02-06T00:00:00,142603.2,
1994-02-07T00:00:00,103317.12,
1994-02-08T00:00:00,93977.28,
1994-02-09T00:00:00,137203.2,
1994-02-10T00:00:00,78408.0,
1994-02-11T00:00:00,72204.48,
1994-02-12T00:00:00,68601.6,
1994-02-13T00:00:00,72169.92,
1994-02-14T00:00:00,61128.0,
1994-02-15T00:00:00,56704.32,
1994-02-16T00:00:00,52600.32,
1994-02-17T00:00:00,48582.72,
1994-02-18T00:00:00,57412.8,
1994-02-19T00:00:00,54000.0,
1994-02-20T00:00:00,38119.68,
1994-02-21T00:00:00,35112.96,
1994-02-22T00:00:00,32296.32,
1994-02-23T00:00:00,29635.2,
1994-02-24T00:00:00,76343.04,
1994-02-25T00:00:00,37523.52,
1994-02-26T00:00:00,22628.16,
1994-02-27T00:00:00,20511.36,
1994-02-28T00:00:00,18498.24,
1994-03-01T00:00:00,16588.8,
1994-03-02T00:00:00,14774.4,
1994-03-03T00:00:00,25747.2,
1994-03-04T00:00:00,24131.52,
1994-03-05T00:00:00,14316.48,
1994-03-06T00:00:00,279192.96,
1994-03-07T00:00:00,522383.04,
1994-03-08T00:00:00,1253681.28,
1994-03-09T00:00:00,412931.52,
1994-03-10T00:00:00,548199.36,
1994-03-11T00:00:00,849752.64,
1994-03-12T00:00:00,780520.32,
1994-03-13T00:00:00,780840.0,
1994-03-14T00:00:00,1394556.48,
1994-03-15T00:00:00,637502.4,
1994-03-16T00:00:00,564563.52,
1994-03-17T00:00:00,474353.28,
1994-03-18T00:00:00,399211.2,
1994-03-19T00:00:00,337055.04,
1994-03-20T00:00:00,287254.08,
1994-03-21T00:00:00,247708.8,
1994-03-22T00:00:00,313070.4,
1994-03-23T00:00:00,631946.88,
1994-03-24T00:00:00,1517780.16,
1994-03-25T00:00:00,557426.88,
1994-03-26T00:00:00,378743.04,
1994-03-27T00:00:00,333478.08,
1994-03-28T00:00:00,299808.0,
1994-03-29T00:00:00,898594.56,
1994-03-30T00:00:00,366552.0,
1994-03-31T00:00:00,520689.6,
1994-04-01T00:00:00,651136.32,
1994-04-02T00:00:00,552666.24,
1994-04-03T00:00:00,1227718.08,
1994-04-04T00:00:00,2471558.4,
1994-04-05T00:00:00,3614051.52,
1994-04-06T00:00:00,3769390.08,
1994-04-07T00:00:00,6132473.28,
1994-04-08T00:00:00,5056819.2,
1994-04-09T00:00:00,3570523.2,
1994-04-10T00:00:00,2749438.08,
1994-04-11T00:00:00,2051136.0,
1994-04-12T00:00:00,1589526.72,
1994-04-13T00:00:00,1521132.48,
1994-04-14T00:00:00,1566561.6,
1994-04-15T00:00:00,1126569.6,
1994-04-16T00:00:00,1213176.96,
1994-04-17T00:00:00,1589578.56,
1994-04-18T00:00:00,985392.0,
1994-04-19T00:00:00,775664.64,
1994-04-20T00:00:00,671958.72,
1994-04-21T00:00:00,658074.24,
1994-04-22T00:00:00,661703.04,
1994-04-23T00:00:00,656467.2,
1994-04-24T00:00:00,215628.48,
1994-04-25T00:00:00,311662.08,
1994-04-26T00:00:00,680503.68,
1994-04-27T00:00:00,336484.8,
1994-04-28T00:00:00,315023.04,
1994-04-29T00:00:00,-5063.04,
1994-04-30T00:00:00,137738.88,
1994-05-01T00:00:00,203817.6,
1994-05-02T00:00:00,81639.36,
1994-05-03T00:00:00,-86970.24,
1994-05-04T00:00:00,-95472.0,
1994-05-05T00:00:00,-151364.16,
1994-05-06T00:00:00,-185578.56,
1994-05-07T00:00:00,-196948.8,
1994-05-08T00:00:00,-251095.68,
1994-05-09T00:00:00,-300421.44,
1994-05-10T00:00:00,-357315.84,
1994-05-11T00:00:00,-391582.08,
1994-05-12T00:00:00,-326695.68,
1994-05-13T00:00:00,-308128.32,
1994-05-14T00:00:00,75798.72,
1994-05-15T00:00:00,-190572.48,
1994-05-16T00:00:00,-331534.08,
1994-05-17T00:00:00,-325874.88,
1994-05-18T00:00:00,-309000.96,
1994-05-19T00:00:00,-314625.6,
1994-05-20T00:00:00,-139855.68,
1994-05-21T00:00:00,-108760.32,
1994-05-22T00:00:00,-203653.44,
1994-05-23T00:00:00,69353.28,
1994-05-24T00:00:00,-159805.44,
1994-05-25T00:00:00,318928.32,
1994-05-26T00:00:00,379131.84,
1994-05-27T00:00:00,-300654.72,
1994-05-28T00:00:00,-314807.04,
1994-05-29T00:00:00,800452.8,
1994-05-30T00:00:00,-57101.76,
1994-05-31T00:00:00,1812464.64,
1994-06-01T00:00:00,-155952.0,
1994-06-02T00:00:00,-177240.96,
1994-06-03T00:00:00,711046.08,
1994-06-04T00:00:00,1256575.68,
1994-06-05T00:00:00,-265144.32,
1994-06-06T00:00:00,-322453.44,
1994-06-07T00:00:00,-224406.72,
1994-06-08T00:00:00,-209960.64,
1994-06-09T00:00:00,2621047.68,
1994-06-10T00:00:00,100241.28,
1994-06-11T00:00:00,-372971.52,
1994-06-12T00:00:00,-183470.4,
1994-06-13T00:00:00,-437616.0,
1994-06-14T00:00:00,-245842.56,
1994-06-15T00:00:00,-464771.52,
1994-06-16T00:00:00,-284644.8,
1994-06-17T00:00:00,182226.24,
1994-06-18T00:00:00,-464088.96,
1994-06-19T00:00:00,196119.36,
1994-06-20T00:00:00,-63763.2,
1994-06-21T00:00:00,-331050.24,
1994-06-22T00:00:00,1603627.2,
1994-06-23T00:00:00,424172.16,
1994-06-24T00:00:00,-309942.72,
1994-06-25T00:00:00,-437227.2,
1994-06-26T00:00:00,208016.64,
1994-06-27T00:00:00,-192689.28,
1994-06-28T00:00:00,-255623.04,
1994-06-29T00:00:00,-506528.64,
1994-06-30T00:00:00,-172601.28,
1994-07-01T00:00:00,-672347.52,
1994-07-02T00:00:00,-667811.52,
1994-07-03T00:00:00,-668580.48,
1994-07-04T00:00:00,-576936.0,
1994-07-05T00:00:00,-583597.44,
1994-07-06T00:00:00,-639489.6,
1994-07-07T00:00:00,-648518.4,
1994-07-08T00:00:00,-658445.76,
1994-07-09T00:00:00,-650393.28,
1994-07-10T00:00:00,-638686.08,
1994-07-11T00:00:00,-665660.16,
1994-07-12T00:00:00,-674766.72,
1994-07-13T00:00:00,-690724.8,
1994-07-14T00:00:00,-713750.4,
1994-07-15T00:00:00,-696159.36,
1994-07-16T00:00:00,-736499.52,
1994-07-17T00:00:00,-516723.84,
1994-07-18T00:00:00,-402503.04,
1994-07-19T00:00:00,-581420.16,
1994-07-20T00:00:00,-601464.96,
1994-07-21T00:00:00,-605197.44,
1994-07-22T00:00:00,-426470.4,
1994-07-23T00:00:00,-307903.68,
1994-07-24T00:00:00,-584426.88,
1994-07-25T00:00:00,-648993.6,
1994-07-26T00:00:00,-587200.32,
1994-07-27T00:00:00,-617785.92,
1994-07-28T00:00:00,-622555.2,
1994-07-29T00:00:00,-621388.8,
1994-07-30T00:00:00,-645036.48,
1994-07-31T00:00:00,-640569.6,
1994-08-01T00:00:00,-696444.48,
1994-08-02T00:00:00,-43087.68,
1994-08-03T00:00:00,-161187.84,
1994-08-04T00:00:00,-508265.28,
1994-08-05T00:00:00,-621190.08,
1994-08-06T00:00:00,877988.16,
1994-08-07T00:00:00,552216.96,
1994-08-08T00:00:00,-577428.48,
1994-08-09T00:00:00,-271909.44,
1994-08-10T00:00:00,-584884.8,
1994-08-11T00:00:00,308448.0,
1994-08-12T00:00:00,-516991.68,
1994-08-13T00:00:00,32978.88,
1994-08-14T00:00:00,8398.08,
1994-08-15T00:00:00,-278674.56,
1994-08-16T00:00:00,-427109.76,
1994-08-17T00:00:00,-381931.2,
1994-08-18T00:00:00,-368945.28,
1994-08-19T00:00:00,-369861.12,
1994-08-20T00:00:00,-350887.68,
1994-08-21T00:00:00,-254154.24,
1994-08-22T00:00:00,-56764.8,
1994-08-23T00:00:00,-323498.88,
1994-08-24T00:00:00,-196940.16,
1994-08-25T00:00:00,-331257.6,
1994-08-26T00:00:00,-343768.32,
1994-08-27T00:00:00,288480.96,
1994-08-28T00:00:00,1329272.64,
1994-08-29T00:00:00,814942.08,
1994-08-30T00:00:00,616187.52,
1994-08-31T00:00:00,-184438.08,
1994-09-01T00:00:00,-197622.72,
1994-09-02T00:00:00,-223914.24,
1994-09-03T00:00:00,-217356.48,
1994-09-04T00:00:00,688633.92,
1994-09-05T00:00:00,74476.8,
1994-09-06T00:00:00,-192749.76,
1994-09-07T00:00:00,-179141.76,
1994-09-08T00:00:00,-57801.6,
1994-09-09T00:00:00,1272879.36,
1994-09-10T00:00:00,-112959.36,
1994-09-11T00:00:00,180878.4,
1994-09-12T00:00:00,54665.28,
1994-09-13T00:00:00,638452.8,
1994-09-14T00:00:00,2151576.0,
1994-09-15T00:00:00,2454468.48,
1994-09-16T00:00:00,718735.68,
1994-09-17T00:00:00,1020254.4,
1994-09-18T00:00:00,86598.72,
1994-09-19T00:00:00,39381.12,
1994-09-20T00:00:00,106254.72,
1994-09-21T00:00:00,32028.48,
1994-09-22T00:00:00,4320.0,
1994-09-23T00:00:00,-11603.52,
1994-09-24T00:00:00,42750.72,
1994-09-25T00:00:00,-24900.48,
1994-09-26T00:00:00,314979.84,
1994-09-27T00:00:00,1122560.64,
1994-09-28T00:00:00,300931.2,
1994-09-29T00:00:00,312413.76,
1994-09-30T00:00:00,1616855.04,
1994-10-01T00:00:00,724680.0,
1994-10-02T00:00:00,590803.2,
1994-10-03T00:00:00,3810456.0,
1994-10-04T00:00:00,982800.0,
1994-10-05T00:00:00,778083.84,
1994-10-06T00:00:00,1271635.2,
1994-10-07T00:00:00,680443.2,
1994-10-08T00:00:00,520257.6,
1994-10-09T00:00:00,380548.8,
1994-10-10T00:00:00,574110.72,
1994-10-11T00:00:00,1542240.0,
1994-10-12T00:00:00,565911.36,
1994-10-13T00:00:00,333953.28,
1994-10-14T00:00:00,290373.12,
1994-10-15T00:00:00,922734.72,
1994-10-16T00:00:00,538764.48,
1994-10-17T00:00:00,435300.48,
1994-10-18T00:00:00,224933.76,
1994-10-19T00:00:00,162648.0,
1994-10-20T00:00:00,163848.96,
1994-10-21T00:00:00,238204.8,
1994-10-22T00:00:00,195920.64,
1994-10-23T00:00:00,158656.32,
1994-10-24T00:00:00,628102.08,
1994-10-25T00:00:00,986964.48,
1994-10-26T00:00:00,2766260.16,
1994-10-27T00:00:00,1673904.96,
1994-10-28T00:00:00,1970291.52,
1994-10-29T00:00:00,1431570.24,
1994-10-30T00:00:00,1657091.52,
1994-10-31T00:00:00,1140842.88,
1994-11-01T00:00:00,911545.92,
1994-11-02T00:00:00,710933.76,
1994-11-03T00:00:00,551162.88,
1994-11-04T00:00:00,444847.68,
1994-11-05T00:00:00,548544.96,
1994-11-06T00:00:00,338264.64,
1994-11-07T00:00:00,366647.04,
1994-11-08T00:00:00,259303.68,
1994-11-09T00:00:00,429192.0,
1994-11-10T00:00:00,219006.72,
1994-11-11T00:00:00,207817.92,
1994-11-12T00:00:00,180256.32,
1994-11-13T00:00:00,151554.24,
1994-11-14T00:00:00,792374.4,
1994-11-15T00:00:00,420638.4,
1994-11-16T00:00:00,430056.0,
1994-11-17T00:00:00,288956.16,
1994-11-18T00:00:00,258871.68,
1994-11-19T00:00:00,370543.68,
1994-11-20T00:00:00,677479.68,
1994-11-21T00:00:00,442825.92,
1994-11-22T00:00:00,386164.8,
1994-11-23T00:00:00,399841.92,
1994-11-24T00:00:00,316344.96,
1994-11-25T00:00:00,276073.92,
1994-11-26T00:00:00,235353.6,
1994-11-27T00:00:00,611599.68,
1994-11-28T00:00:00,1074988.8,
1994-11-29T00:00:00,380816.64,
1994-11-30T00:00:00,332112.96,
1994-12-01T00:00:00,314781.12,
1994-12-02T00:00:00,285128.64,
1994-12-03T00:00:00,244313.28,
1994-12-04T00:00:00,394813.44,
1994-12-05T00:00:00,282813.12,
1994-12-06T00:00:00,318142.08,
1994-12-07T00:00:00,228666.24,
1994-12-08T00:00:00,520508.16,
1994-12-09T00:00:00,1715783.04,
1994-12-10T00:00:00,3172132.8,
1994-12-11T00:00:00,1587193.92,
1994-12-12T00:00:00,1394988.48,
1994-12-13T00:00:00,1162036.8,
1994-12-14T00:00:00,909169.92,
1994-12-15T00:00:00,693964.8,
1994-12-16T00:00:00,545356.8,
1994-12-17T00:00:00,573894.72,
1994-12-18T00:00:00,348338.88,
1994-12-19T00:00:00,1355235.84,
1994-12-20T00:00:00,1015208.64,
1994-12-21T00:00:00,909869.76,
1994-12-22T00:00:00,945025.92,
1994-12-23T00:00:00,1179567.36,
1994-12-24T00:00:00,1421694.72,
1994-12-25T00:00:00,804824.64,
1994-12-26T00:00:00,814129.92,
1994-12-27T00:00:00,1004149.44,
1994-12-28T00:00:00,788209.92,
1994-12-29T00:00:00,1399152.96,
1994-12-30T00:00:00,867862.08,
1994-12-31T00:00:00,1540071.36,
1995-01-01T00:00:00,1036817.28,
1995-01-02T00:00:00,914846.4,
1995-01-03T00:00:00,772156.8,
1995-01-04T00:00:00,629095.68,
1995-01-05T00:00:00,513380.16,
1995-01-06T00:00:00,441054.72,
1995-01-07T00:00:00,353937.6,
1995-01-08T00:00:00,1561386.24,
1995-01-09T00:00:00,1108183.68,
1995-01-10T00:00:00,484539.84,
1995-01-11T00:00:00,612109.44,
1995-01-12T00:00:00,369757.44,
1995-01-13T00:00:00,315938.88,
1995-01-14T00:00:00,391158.72,
1995-01-15T00:00:00,266803.2,
1995-01-16T00:00:00,222583.68,
1995-01-17T00:00:00,270898.56,
1995-01-18T00:00:00,334324.8,
1995-01-19T00:00:00,331395.84,
1995-01-20T00:00:00,305311.68,
1995-01-21T00:00:00,296352.0,
1995-01-22T00:00:00,443007.36,
1995-01-23T00:00:00,2340973.44,
1995-01-24T00:00:00,975611.52,
1995-01-25T00:00:00,173050.56,
1995-01-26T00:00:00,162414.72,
1995-01-27T00:00:00,199964.16,
1995-01-28T00:00:00,140935.68,
1995-01-29T00:00:00,510788.16,
1995-01-30T00:00:00,101839.68,
1995-01-31T00:00:00,105226.56,
1995-02-01T00:00:00,1137957.12,
1995-02-02T00:00:00,92741.76,
1995-02-03T00:00:00,1352298.24,
1995-02-04T00:00:00,83453.76,
1995-02-05T00:00:00,80714.88,
1995-02-06T00:00:00,195877.44,
1995-02-07T00:00:00,154863.36,
1995-02-08T00:00:00,152392.32,
1995-02-09T00:00:00,143510.4,
1995-02-10T00:00:00,46353.6,
1995-02-11T00:00:00,50673.6,
1995-02-12T00:00:00,308715.84,
1995-02-13T00:00:00,77042.88,
1995-02-14T00:00:00,281905.92,
1995-02-15T00:00:00,1090039.68,
1995-02-16T00:00:00,168583.68,
1995-02-17T00:00:00,1295818.56,
1995-02-18T00:00:00,1296069.12,
1995-02-19T00:00:00,1512734.4,
1995-02-20T00:00:00,2039195.52,
1995-02-21T00:00:00,1602961.92,
1995-02-22T00:00:00,1419145.92,
1995-02-23T00:00:00,1271427.84,
1995-02-24T00:00:00,1308614.4,
1995-02-25T00:00:00,1085866.56,
1995-02-26T00:00:00,967239.36,
1995-02-27T00:00:00,823469.76,
1995-02-28T00:00:00,1935601.92,
1995-03-01T00:00:00,856128.96,
1995-03-02T00:00:00,729285.12,
1995-03-03T00:00:00,1472981.76,
1995-03-04T00:00:00,1502089.92,
1995-03-05T00:00:00,1016245.44,
1995-03-06T00:00:00,994438.08,
1995-03-07T00:00:00,858980.16,
1995-03-08T00:00:00,1559537.28,
1995-03-09T00:00:00,1768029.12,
1995-03-10T00:00:00,956499.84,
1995-03-11T00:00:00,901454.4,
1995-03-12T00:00:00,886913.28,
1995-03-13T00:00:00,889833.6,
1995-03-14T00:00:00,829051.2,
1995-03-15T00:00:00,742573.44,
1995-03-16T00:00:00,710735.04,
1995-03-17T00:00:00,572503.68,
1995-03-18T00:00:00,1393338.24,
1995-03-19T00:00:00,679838.4,
1995-03-20T00:00:00,669219.84,
1995-03-21T00:00:00,627704.64,
1995-03-22T00:00:00,742080.96,
1995-03-23T00:00:00,605197.44,
1995-03-24T00:00:00,1331467.2,
1995-03-25T00:00:00,1544927.04,
1995-03-26T00:00:00,1054797.12,
1995-03-27T00:00:00,1737607.68,
1995-03-28T00:00:00,1467642.24,
1995-03-29T00:00:00,812194.56,
1995-03-30T00:00:00,690560.64,
1995-03-31T00:00:00,1467460.8,
1995-04-01T00:00:00,1054969.92,
1995-04-02T00:00:00,518011.2,
1995-04-03T00:00:00,486388.8,
1995-04-04T00:00:00,355760.64,
1995-04-05T00:00:00,309277.44,
1995-04-06T00:00:00,697489.92,
1995-04-07T00:00:00,588738.24,
1995-04-08T00:00:00,332138.88,
1995-04-09T00:00:00,400248.0,
1995-04-10T00:00:00,434298.24,
1995-04-11T00:00:00,370569.6,
1995-04-12T00:00:00,505465.92,
1995-04-13T00:00:00,1363737.6,
1995-04-14T00:00:00,1616984.64,
1995-04-15T00:00:00,2206388.16,
1995-04-16T00:00:00,2429956.8,
1995-04-17T00:00:00,3353287.68,
1995-04-18T00:00:00,3460008.96,
1995-04-19T00:00:00,3851012.16,
1995-04-20T00:00:00,3282785.28,
1995-04-21T00:00:00,2755330.56,
1995-04-22T00:00:00,2254953.6,
1995-04-23T00:00:00,2101394.88,
1995-04-24T00:00:00,1726963.2,
1995-04-25T00:00:00,1228495.68,
1995-04-26T00:00:00,812730.24,
1995-04-27T00:00:00,595995.84,
1995-04-28T00:00:00,722891.52,
1995-04-29T00:00:00,2233647.36,
1995-04-30T00:00:00,704920.32,
1995-05-01T00:00:00,519782.4,
1995-05-02T00:00:00,504714.24,
1995-05-03T00:00:00,438937.92,
1995-05-04T00:00:00,316275.84,
1995-05-05T00:00:00,225624.96,
1995-05-06T00:00:00,252175.68,
1995-05-07T00:00:00,12623.04,
1995-05-08T00:00:00,-6289.92,
1995-05-09T00:00:00,-65560.32,
1995-05-10T00:00:00,105468.48,
1995-05-11T00:00:00,123629.76,
1995-05-12T00:00:00,32555.52,
1995-05-13T00:00:00,222402.24,
1995-05-14T00:00:00,1977773.76,
1995-05-15T00:00:00,317736.0,
1995-05-16T00:00:00,713119.68,
1995-05-17T00:00:00,461471.04,
1995-05-18T00:00:00,1702823.04,
1995-05-19T00:00:00,1509494.4,
1995-05-20T00:00:00,537952.32,
1995-05-21T00:00:00,898318.08,
1995-05-22T00:00:00,3321578.88,
1995-05-23T00:00:00,1120184.64,
1995-05-24T00:00:00,1014992.64,
1995-05-25T00:00:00,877253.76,
1995-05-26T00:00:00,1732337.28,
1995-05-27T00:00:00,898957.44,
1995-05-28T00:00:00,607659.84,
1995-05-29T00:00:00,528742.08,
1995-05-30T00:00:00,100923.84,
1995-05-31T00:00:00,138360.96,
1995-06-01T00:00:00,959869.44,
1995-06-02T00:00:00,-246533.76,
1995-06-03T00:00:00,95955.84,
1995-06-04T00:00:00,892719.36,
1995-06-05T00:00:00,2132680.32,
1995-06-06T00:00:00,847756.8,
1995-06-07T00:00:00,642133.44,
1995-06-08T00:00:00,616680.0,
1995-06-09T00:00:00,-151882.56,
1995-06-10T00:00:00,-19189.44,
1995-06-11T00:00:00,1416683.52,
1995-06-12T00:00:00,816341.76,
1995-06-13T00:00:00,109650.24,
1995-06-14T00:00:00,830701.44,
1995-06-15T00:00:00,1203171.84,
1995-06-16T00:00:00,24978.24,
1995-06-17T00:00:00,37627.2,
1995-06-18T00:00:00,570343.68,
1995-06-19T00:00:00,854971.2,
1995-06-20T00:00:00,-224268.48,
1995-06-21T00:00:00,-273093.12,
1995-06-22T00:00:00,-366128.64,
1995-06-23T00:00:00,-106263.36,
1995-06-24T00:00:00,-482051.52,
1995-06-25T00:00:00,-562273.92,
1995-06-26T00:00:00,-592211.52,
1995-06-27T00:00:00,-578249.28,
1995-06-28T00:00:00,-317753.28,
1995-06-29T00:00:00,-509725.44,
1995-06-30T00:00:00,-260305.92,
1995-07-01T00:00:00,-11517.12,
1995-07-02T00:00:00,-561686.4,
1995-07-03T00:00:00,-338480.64,
1995-07-04T00:00:00,830649.6,
1995-07-05T00:00:00,3068444.16,
1995-07-06T00:00:00,-186658.56,
1995-07-07T00:00:00,-232735.68,
1995-07-08T00:00:00,-445426.56,
1995-07-09T00:00:00,-507850.56,
1995-07-10T00:00:00,-462680.64,
1995-07-11T00:00:00,-461376.0,
1995-07-12T00:00:00,-7179.84,
1995-07-13T00:00:00,-293941.44,
1995-07-14T00:00:00,-445236.48,
1995-07-15T00:00:00,-447033.6,
1995-07-16T00:00:00,-459872.64,
1995-07-17T00:00:00,-327378.24,
1995-07-18T00:00:00,534695.04,
1995-07-19T00:00:00,-178208.64,
1995-07-20T00:00:00,-506183.04,
1995-07-21T00:00:00,-19638.72,
1995-07-22T00:00:00,1693.44,
1995-07-23T00:00:00,-502148.16,
1995-07-24T00:00:00,-310495.68,
1995-07-25T00:00:00,-174389.76,
1995-07-26T00:00:00,-514244.16,
1995-07-27T00:00:00,-502528.32,
1995-07-28T00:00:00,-522158.4,
1995-07-29T00:00:00,-307514.88,
1995-07-30T00:00:00,-539343.36,
1995-07-31T00:00:00,-543265.92,
1995-08-01T00:00:00,-572356.8,
1995-08-02T00:00:00,-613984.32,
1995-08-03T00:00:00,-584884.8,
1995-08-04T00:00:00,-599927.04,
1995-08-05T00:00:00,-573410.88,
1995-08-06T00:00:00,-243984.96,
1995-08-07T00:00:00,-535057.92,
1995-08-08T00:00:00,6462.72,
1995-08-09T00:00:00,-261005.76,
1995-08-10T00:00:00,-163408.32,
1995-08-11T00:00:00,-444000.96,
1995-08-12T00:00:00,-439171.2,
1995-08-13T00:00:00,-413156.16,
1995-08-14T00:00:00,-435749.76,
1995-08-15T00:00:00,-424085.76,
1995-08-16T00:00:00,-447068.16,
1995-08-17T00:00:00,-431507.52,
1995-08-18T00:00:00,-487192.32,
1995-08-19T00:00:00,-489499.2,
1995-08-20T00:00:00,-440510.4,
1995-08-21T00:00:00,-397362.24,
1995-08-22T00:00:00,-399824.64,
1995-08-23T00:00:00,-299652.48,
1995-08-24T00:00:00,2630257.92,
1995-08-25T00:00:00,456572.16,
1995-08-26T00:00:00,1000486.08,
1995-08-27T00:00:00,-110324.16,
1995-08-28T00:00:00,-191825.28,
1995-08-29T00:00:00,1793361.6,
1995-08-30T00:00:00,1058106.24,
1995-08-31T00:00:00,-188386.56,
1995-09-01T00:00:00,-10264.32,
1995-09-02T00:00:00,389664.0,
1995-09-03T00:00:00,180515.52,
1995-09-04T00:00:00,312612.48,
1995-09-05T00:00:00,-148521.6,
1995-09-06T00:00:00,-85078.08,
1995-09-07T00:00:00,-92318.4,
1995-09-08T00:00:00,-92784.96,
1995-09-09T00:00:00,354170.88,
1995-09-10T00:00:00,381170.88,
1995-09-11T00:00:00,109416.96,
1995-09-12T00:00:00,-77310.72,
1995-09-13T00:00:00,-142724.16,
1995-09-14T00:00:00,-78865.92,
1995-09-15T00:00:00,-78330.24,
1995-09-16T00:00:00,-135846.72,
1995-09-17T00:00:00,-120864.96,
1995-09-18T00:00:00,-104820.48,
1995-09-19T00:00:00,-89501.76,
1995-09-20T00:00:00,-55451.52,
1995-09-21T00:00:00,-102288.96,
1995-09-22T00:00:00,63270.72,
1995-09-23T00:00:00,365014.08,
1995-09-24T00:00:00,1026362.88,
1995-09-25T00:00:00,794309.76,
1995-09-26T00:00:00,-20312.64,
1995-09-27T00:00:00,-86244.48,
1995-09-28T00:00:00,-59495.04,
1995-09-29T00:00:00,266604.48,
1995-09-30T00:00:00,86719.68,
1995-10-01T00:00:00,1000010.88,
1995-10-02T00:00:00,194892.48,
1995-10-03T00:00:00,-72757.44,
1995-10-04T00:00:00,-72817.92,
1995-10-05T00:00:00,-14636.16,
1995-10-06T00:00:00,828360.0,
1995-10-07T00:00:00,1462734.72,
1995-10-08T00:00:00,-37454.4,
1995-10-09T00:00:00,-59028.48,
1995-10-10T00:00:00,-54743.04,
1995-10-11T00:00:00,-54518.4,
1995-10-12T00:00:00,8821.44,
1995-10-13T00:00:00,-45489.6,
1995-10-14T00:00:00,-39873.6,
1995-10-15T00:00:00,74304.0,
1995-10-16T00:00:00,28330.56,
1995-10-17T00:00:00,1623983.04,
1995-10-18T00:00:00,288576.0,
1995-10-19T00:00:00,1271410.56,
1995-10-20T00:00:00,453401.28,
1995-10-21T00:00:00,105399.36,
1995-10-22T00:00:00,1560435.84,
1995-10-23T00:00:00,399349.44,
1995-10-24T00:00:00,267874.56,
1995-10-25T00:00:00,296256.96,
1995-10-26T00:00:00,766860.48,
1995-10-27T00:00:00,558740.16,
1995-10-28T00:00:00,250542.72,
1995-10-29T00:00:00,201536.64,
1995-10-30T00:00:00,181474.56,
